initial_FB,initial_BM,id,#FB,#BM,day,exp,FB_type,collagen,plate,change_medium,strain,outlier,medium
3000,10000,3000_10000,156,773.0,3,79,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,115961,7688.0,3,79,lung,1,6,3,balb,0,dmem10
3000,100000,3000_100000,514,7702.0,3,79,lung,1,6,3,balb,0,dmem10
10000,100,10000_100,848,64.0,3,79,lung,1,6,3,balb,0,dmem10
10000,300,10000_300,203,36.0,3,79,lung,1,6,3,balb,0,dmem10
10000,1000,10000_1000,605,63.0,3,79,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,782,362.0,3,79,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,1350,3211.0,3,79,lung,1,6,3,balb,0,dmem10
300001,10000,300001_10000,116969,6547.0,3,79,lung,1,6,3,balb,0,dmem10
3000,100,3000_100,166,21.0,3,80,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,191,50.0,3,80,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,121,70.0,3,80,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,529,526.0,3,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,899,3162.0,3,80,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,54507,2928.0,3,80,lung,1,6,3,balb,0,dmem10
1000000,300,1000000_300,110936,1503.0,3,80,lung,1,6,3,balb,0,dmem10
1000000,1000,1000000_1000,131962,2033.0,3,80,lung,1,6,3,balb,0,dmem10
1000000,10000,1000000_10000,89655,3939.0,3,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,1998,3731.0,3,81,nmf,1,6,3,balb,0,dmem10
10000,300,10000_300,2615,44.0,3,81,nmf,1,6,3,balb,0,dmem10
3000,1000,3000_1000,541,18374.0,3,81,nmf,1,6,3,balb,0,dmem10
3000,100000,3000_100000,751,12975.0,3,81,nmf,1,6,3,balb,0,dmem10
3000,300,3000_300,95,30.0,3,81,nmf,1,6,3,balb,0,dmem10
300000,10000,300000_10000,86773,5056.0,3,81,nmf,1,6,3,balb,0,dmem10
1000,300,1000_300,70,2.0,7,76,fat,1,6,3,balb,0,dmem10
1000,1000,1000_1000,19,1.0,7,76,fat,1,6,3,balb,0,dmem10
1000,10000,1000_10000,207,782.0,7,76,fat,1,6,3,balb,0,dmem10
1000,100000,1000_100000,187,2290.0,7,76,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,50,2.0,7,76,fat,1,6,3,balb,0,dmem10
3000,300,3000_300,103,9.0,7,76,fat,1,6,3,balb,0,dmem10
3000,1000,3000_1000,104,5.0,7,76,fat,1,6,3,balb,0,dmem10
3000,10000,3000_10000,349,4.0,7,76,fat,1,6,3,balb,0,dmem10
3000,100000,3000_100000,97,289.0,7,76,fat,1,6,3,balb,0,dmem10
10000,100,10000_100,285,1.0,7,76,fat,1,6,3,balb,0,dmem10
300000,10000,300000_10000,72395,35360.0,7,76,fat,1,6,3,balb,0,dmem10
1000,300,1000_300,267,2.0,7,77,fat,1,6,3,balb,0,dmem10
1000,1000,1000_1000,188,3.0,7,77,fat,1,6,3,balb,0,dmem10
1000,10000,1000_10000,276,499.0,7,77,fat,1,6,3,balb,0,dmem10
1000,100000,1000_100000,167,1763.0,7,77,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,86,12.0,7,77,fat,1,6,3,balb,0,dmem10
3000,300,3000_300,109,14.0,7,77,fat,1,6,3,balb,0,dmem10
3000,1000,3000_1000,111,1.0,7,77,fat,1,6,3,balb,0,dmem10
3000,10000,3000_10000,67,186.0,7,77,fat,1,6,3,balb,0,dmem10
3000,100000,3000_100000,82,820.0,7,77,fat,1,6,3,balb,0,dmem10
10000,100,10000_100,69,55.0,7,77,fat,1,6,3,balb,0,dmem10
100000,10000,100000_10000,1894,292.0,7,77,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,245,4.0,7,78,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,253,4.0,7,78,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,178,2.0,7,78,lung,1,6,3,balb,0,dmem10
3000,10000,3000_10000,302,1079.0,7,78,lung,1,6,3,balb,0,dmem10
3000,100000,3000_100000,480,11992.0,7,78,lung,1,6,3,balb,0,dmem10
10000,100,10000_100,653,13.0,7,78,lung,1,6,3,balb,0,dmem10
10000,300,10000_300,554,9.0,7,78,lung,1,6,3,balb,0,dmem10
10000,1000,10000_1000,699,30.0,7,78,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,989,2051.0,7,78,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,2501,19376.0,7,78,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,68533,23207.0,7,78,lung,1,6,3,balb,0,dmem10
300001,10000,300001_10000,56807,43955.0,7,78,lung,1,6,3,balb,0,dmem10
3000,100,3000_100,812,27.0,7,79,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,271,44.0,7,79,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,433,193.0,7,79,lung,1,6,3,balb,0,dmem10
3000,10000,3000_10000,354,694.0,7,79,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,76757,28379.0,7,79,lung,1,6,3,balb,0,dmem10
3000,100000,3000_100000,458,5976.0,7,79,lung,1,6,3,balb,0,dmem10
10000,100,10000_100,406,20.0,7,79,lung,1,6,3,balb,0,dmem10
10000,300,10000_300,751,83.0,7,79,lung,1,6,3,balb,0,dmem10
10000,1000,10000_1000,593,98.0,7,79,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,1360,1205.0,7,79,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,1143,8336.0,7,79,lung,1,6,3,balb,0,dmem10
300001,10000,300001_10000,70772,22363.0,7,79,lung,1,6,3,balb,0,dmem10
3000,100,3000_100,473,57.0,7,80,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,488,118.0,7,80,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,432,142.0,7,80,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,875,1104.0,7,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,812,9125.0,7,80,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,48225,13464.0,7,80,lung,1,6,3,balb,0,dmem10
1000000,300,1000000_300,70381,4252.0,7,80,lung,1,6,3,balb,0,dmem10
1000000,1000,1000000_1000,68123,4236.0,7,80,lung,1,6,3,balb,0,dmem10
1000000,10000,1000000_10000,99081,21083.0,7,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,1685,8034.0,7,81,nmf,1,6,3,balb,0,dmem10
10000,300,10000_300,1466,53.0,7,81,nmf,1,6,3,balb,0,dmem10
3000,1000,3000_1000,472,7374.0,7,81,nmf,1,6,3,balb,0,dmem10
3000,100000,3000_100000,460,8817.0,7,81,nmf,1,6,3,balb,0,dmem10
3000,300,3000_300,421,83.0,7,81,nmf,1,6,3,balb,0,dmem10
300000,10000,300000_10000,103371,49408.0,7,81,nmf,1,6,3,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,76,fat,1,6,3,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,76,fat,1,6,3,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,76,fat,1,6,3,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,76,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,3000,100.0,0,76,fat,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,76,fat,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,76,fat,1,6,3,balb,0,dmem10
3000,10000,3000_10000,3000,10000.0,0,76,fat,1,6,3,balb,0,dmem10
3000,100000,3000_100000,3000,100000.0,0,76,fat,1,6,3,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,76,fat,1,6,3,balb,0,dmem10
300000,10000,300000_10000,300000,10000.0,0,76,fat,1,6,3,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,77,fat,1,6,3,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,77,fat,1,6,3,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,77,fat,1,6,3,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,77,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,3000,100.0,0,77,fat,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,77,fat,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,77,fat,1,6,3,balb,0,dmem10
3000,10000,3000_10000,3000,10000.0,0,77,fat,1,6,3,balb,0,dmem10
3000,100000,3000_100000,3000,100000.0,0,77,fat,1,6,3,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,77,fat,1,6,3,balb,0,dmem10
100000,10000,100000_10000,100000,10000.0,0,77,fat,1,6,3,balb,0,dmem10
3000,100,3000_100,3000,100.0,0,78,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,78,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,78,lung,1,6,3,balb,0,dmem10
3000,10000,3000_10000,3000,10000.0,0,78,lung,1,6,3,balb,0,dmem10
3000,100000,3000_100000,3000,100000.0,0,78,lung,1,6,3,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,78,lung,1,6,3,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,78,lung,1,6,3,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,78,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,78,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,78,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,300000,10000.0,0,78,lung,1,6,3,balb,0,dmem10
300001,10000,300001_10000,300001,10000.0,0,78,lung,1,6,3,balb,0,dmem10
3000,100,3000_100,3000,100.0,0,79,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,79,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,79,lung,1,6,3,balb,0,dmem10
3000,10000,3000_10000,3000,10000.0,0,79,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,300000,10000.0,0,79,lung,1,6,3,balb,0,dmem10
3000,100000,3000_100000,3000,100000.0,0,79,lung,1,6,3,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,79,lung,1,6,3,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,79,lung,1,6,3,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,79,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,79,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,79,lung,1,6,3,balb,0,dmem10
300001,10000,300001_10000,300001,10000.0,0,79,lung,1,6,3,balb,0,dmem10
3000,100,3000_100,3000,100.0,0,80,lung,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,80,lung,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,80,lung,1,6,3,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,80,lung,1,6,3,balb,0,dmem10
300000,10000,300000_10000,300000,10000.0,0,80,lung,1,6,3,balb,0,dmem10
1000000,300,1000000_300,1000000,300.0,0,80,lung,1,6,3,balb,0,dmem10
1000000,1000,1000000_1000,1000000,1000.0,0,80,lung,1,6,3,balb,0,dmem10
1000000,10000,1000000_10000,1000000,10000.0,0,80,lung,1,6,3,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,81,nmf,1,6,3,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,81,nmf,1,6,3,balb,0,dmem10
3000,1000,3000_1000,3000,1000.0,0,81,nmf,1,6,3,balb,0,dmem10
3000,100000,3000_100000,3000,100000.0,0,81,nmf,1,6,3,balb,0,dmem10
3000,300,3000_300,3000,300.0,0,81,nmf,1,6,3,balb,0,dmem10
300000,10000,300000_10000,300000,10000.0,0,81,nmf,1,6,3,balb,0,dmem10
0,100,0_100,0,3.0,3,85,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,6.0,3,85,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,38.0,3,85,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,311.0,3,85,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,2.0,7,85,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,11.0,7,85,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,264.0,7,85,nmf,1,96,0,balb,0,dmem10
100,0,100_0,52,0.0,3,85,nmf,1,96,0,balb,0,dmem10
100,100,100_100,26,9.0,3,85,nmf,1,96,0,balb,0,dmem10
100,100,100_100,56,6.0,7,85,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,26,13.0,3,85,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,47,60.0,7,85,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,30,579.0,3,85,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,205,96.0,7,85,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,165,131.0,3,85,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,842,719.0,7,85,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,318,0.0,3,85,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,324,21.0,3,85,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,1381,138.0,7,85,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,445,109.0,3,85,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1947,908.0,7,85,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1156,329.0,3,85,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,3598,1407.0,7,85,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,1319,323.0,3,85,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,4737,1620.0,7,85,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,6719,0.0,3,85,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,8655,0.0,7,85,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,5134,147.0,3,85,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,11253,1696.0,7,85,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,4981,894.0,3,85,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,6256,2288.0,7,85,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,5015,1553.0,3,85,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,7358,583.0,3,85,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,4704,2314.0,7,85,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,100.0,0,85,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,85,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,85,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,100000.0,0,85,nmf,1,96,0,balb,0,dmem10
100,0,100_0,100,0.0,0,85,nmf,1,96,0,balb,0,dmem10
100,100,100_100,100,100.0,0,85,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,100,1000.0,0,85,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,100,10000.0,0,85,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,100,100000.0,0,85,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,85,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,1000,100.0,0,85,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,85,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,85,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,85,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,85,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,85,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,85,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,85,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,85,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,7.0,3,84,nmf,1,96,0,balb,0,cm10
0,100,0_100,0,9.0,7,84,nmf,1,96,0,balb,0,cm10
0,1000,0_1000,0,54.0,3,84,nmf,1,96,0,balb,0,cm10
0,1000,0_1000,0,217.0,7,84,nmf,1,96,0,balb,0,cm10
0,10000,0_10000,0,729.0,3,84,nmf,1,96,0,balb,0,cm10
0,10000,0_10000,0,2063.0,7,84,nmf,1,96,0,balb,0,cm10
0,100000,0_100000,0,1464.0,3,84,nmf,1,96,0,balb,0,cm10
0,100000,0_100000,0,603.0,7,84,nmf,1,96,0,balb,0,cm10
100,0,100_0,53,0.0,3,84,nmf,1,96,0,balb,0,cm10
100,0,100_0,145,0.0,7,84,nmf,1,96,0,balb,0,cm10
100,100,100_100,22,11.0,3,84,nmf,1,96,0,balb,0,cm10
100,100,100_100,65,80.0,7,84,nmf,1,96,0,balb,0,cm10
100,1000,100_1000,26,89.0,3,84,nmf,1,96,0,balb,0,cm10
100,1000,100_1000,32,286.0,7,84,nmf,1,96,0,balb,0,cm10
100,10000,100_10000,22,1047.0,3,84,nmf,1,96,0,balb,0,cm10
100,10000,100_10000,57,1500.0,7,84,nmf,1,96,0,balb,0,cm10
100,100000,100_100000,140,403.0,3,84,nmf,1,96,0,balb,0,cm10
100,100000,100_100000,21,379.0,7,84,nmf,1,96,0,balb,0,cm10
1000,0,1000_0,413,0.0,3,84,nmf,1,96,0,balb,0,cm10
1000,0,1000_0,954,0.0,7,84,nmf,1,96,0,balb,0,cm10
1000,100,1000_100,279,7.0,3,84,nmf,1,96,0,balb,0,cm10
1000,100,1000_100,674,60.0,7,84,nmf,1,96,0,balb,0,cm10
1000,1000,1000_1000,229,61.0,3,84,nmf,1,96,0,balb,0,cm10
1000,1000,1000_1000,589,138.0,7,84,nmf,1,96,0,balb,0,cm10
1000,10000,1000_10000,144,511.0,3,84,nmf,1,96,0,balb,0,cm10
1000,10000,1000_10000,3934,1446.0,7,84,nmf,1,96,0,balb,0,cm10
1000,100000,1000_100000,189,374.0,3,84,nmf,1,96,0,balb,0,cm10
1000,100000,1000_100000,1638,435.0,7,84,nmf,1,96,0,balb,0,cm10
10000,0,10000_0,2936,0.0,3,84,nmf,1,96,0,balb,0,cm10
10000,0,10000_0,5814,0.0,7,84,nmf,1,96,0,balb,0,cm10
10000,100,10000_100,3939,81.0,3,84,nmf,1,96,0,balb,0,cm10
10000,100,10000_100,5433,452.0,7,84,nmf,1,96,0,balb,0,cm10
10000,1000,10000_1000,3208,531.0,3,84,nmf,1,96,0,balb,0,cm10
10000,1000,10000_1000,5673,1642.0,7,84,nmf,1,96,0,balb,0,cm10
10000,10000,10000_10000,4478,1831.0,3,84,nmf,1,96,0,balb,0,cm10
10000,10000,10000_10000,3622,4542.0,7,84,nmf,1,96,0,balb,0,cm10
10000,100000,10000_100000,3318,2214.0,3,84,nmf,1,96,0,balb,0,cm10
10000,100000,10000_100000,1976,5893.0,7,84,nmf,1,96,0,balb,0,cm10
0,100,0_100,0,100.0,0,84,nmf,1,96,0,balb,0,cm10
0,1000,0_1000,0,1000.0,0,84,nmf,1,96,0,balb,0,cm10
0,10000,0_10000,0,10000.0,0,84,nmf,1,96,0,balb,0,cm10
0,100000,0_100000,0,100000.0,0,84,nmf,1,96,0,balb,0,cm10
100,0,100_0,100,0.0,0,84,nmf,1,96,0,balb,0,cm10
100,100,100_100,100,100.0,0,84,nmf,1,96,0,balb,0,cm10
100,1000,100_1000,100,1000.0,0,84,nmf,1,96,0,balb,0,cm10
100,10000,100_10000,100,10000.0,0,84,nmf,1,96,0,balb,0,cm10
100,100000,100_100000,100,100000.0,0,84,nmf,1,96,0,balb,0,cm10
1000,0,1000_0,1000,0.0,0,84,nmf,1,96,0,balb,0,cm10
1000,100,1000_100,1000,100.0,0,84,nmf,1,96,0,balb,0,cm10
1000,1000,1000_1000,1000,1000.0,0,84,nmf,1,96,0,balb,0,cm10
1000,10000,1000_10000,1000,10000.0,0,84,nmf,1,96,0,balb,0,cm10
1000,100000,1000_100000,1000,100000.0,0,84,nmf,1,96,0,balb,0,cm10
10000,0,10000_0,10000,0.0,0,84,nmf,1,96,0,balb,0,cm10
10000,100,10000_100,10000,100.0,0,84,nmf,1,96,0,balb,0,cm10
10000,1000,10000_1000,10000,1000.0,0,84,nmf,1,96,0,balb,0,cm10
10000,10000,10000_10000,10000,10000.0,0,84,nmf,1,96,0,balb,0,cm10
10000,100000,10000_100000,10000,100000.0,0,84,nmf,1,96,0,balb,0,cm10
0,100,0_100,0,2.0,3,87,nmf,0,96,0,balb,0,dmem10
0,1000,0_1000,0,140.0,3,87,nmf,0,96,0,balb,0,dmem10
0,10000,0_10000,0,720.0,3,87,nmf,0,96,0,balb,0,dmem10
0,100000,0_100000,0,1173.0,3,87,nmf,0,96,0,balb,0,dmem10
100,0,100_0,42,0.0,7,87,nmf,0,96,0,balb,0,dmem10
100,100,100_100,82,27.0,7,87,nmf,0,96,0,balb,0,dmem10
100,1000,100_1000,75,79.0,7,87,nmf,0,96,0,balb,0,dmem10
100,10000,100_10000,291,446.0,7,87,nmf,0,96,0,balb,0,dmem10
100,100000,100_100000,1121,624.0,7,87,nmf,0,96,0,balb,0,dmem10
1000,0,1000_0,1033,0.0,7,87,nmf,0,96,0,balb,0,dmem10
1000,100,1000_100,1355,104.0,7,87,nmf,0,96,0,balb,0,dmem10
1000,1000,1000_1000,2119,778.0,7,87,nmf,0,96,0,balb,0,dmem10
1000,10000,1000_10000,2865,3142.0,7,87,nmf,0,96,0,balb,0,dmem10
1000,100000,1000_100000,4761,1471.0,7,87,nmf,0,96,0,balb,0,dmem10
10000,0,10000_0,11689,0.0,7,87,nmf,0,96,0,balb,0,dmem10
10000,100,10000_100,13048,2635.0,7,87,nmf,0,96,0,balb,0,dmem10
10000,1000,10000_1000,9668,4499.0,7,87,nmf,0,96,0,balb,0,dmem10
10000,10000,10000_10000,5403,5858.0,7,87,nmf,0,96,0,balb,0,dmem10
10000,100000,10000_100000,2603,969.0,7,87,nmf,0,96,0,balb,0,dmem10
0,100,0_100,0,1.0,7,87,nmf,0,96,0,balb,0,dmem10
0,1000,0_1000,0,3.0,7,87,nmf,0,96,0,balb,0,dmem10
0,10000,0_10000,0,32.0,7,87,nmf,0,96,0,balb,0,dmem10
0,100000,0_100000,0,454.0,7,87,nmf,0,96,0,balb,0,dmem10
100,100,100_100,40,18.0,3,87,nmf,0,96,0,balb,0,dmem10
100,1000,100_1000,92,178.0,3,87,nmf,0,96,0,balb,0,dmem10
100,10000,100_10000,101,1012.0,3,87,nmf,0,96,0,balb,0,dmem10
100,100000,100_100000,439,7239.0,3,87,nmf,0,96,0,balb,0,dmem10
1000,100,1000_100,605,16.0,3,87,nmf,0,96,0,balb,0,dmem10
1000,1000,1000_1000,438,132.0,3,87,nmf,0,96,0,balb,0,dmem10
1000,10000,1000_10000,1396,1748.0,3,87,nmf,0,96,0,balb,0,dmem10
1000,100000,1000_100000,1309,6122.0,3,87,nmf,0,96,0,balb,0,dmem10
10000,100,10000_100,5077,286.0,3,87,nmf,0,96,0,balb,0,dmem10
10000,1000,10000_1000,6281,1697.0,3,87,nmf,0,96,0,balb,0,dmem10
10000,10000,10000_10000,7150,5634.0,3,87,nmf,0,96,0,balb,0,dmem10
10000,100000,10000_100000,9280,10494.0,3,87,nmf,0,96,0,balb,0,dmem10
0,100,0_100,0,100.0,0,87,nmf,0,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,87,nmf,0,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,87,nmf,0,96,0,balb,0,dmem10
0,100000,0_100000,0,100000.0,0,87,nmf,0,96,0,balb,0,dmem10
100,0,100_0,100,0.0,0,87,nmf,0,96,0,balb,0,dmem10
100,100,100_100,100,100.0,0,87,nmf,0,96,0,balb,0,dmem10
100,1000,100_1000,100,1000.0,0,87,nmf,0,96,0,balb,0,dmem10
100,10000,100_10000,100,10000.0,0,87,nmf,0,96,0,balb,0,dmem10
100,100000,100_100000,100,100000.0,0,87,nmf,0,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,87,nmf,0,96,0,balb,0,dmem10
1000,100,1000_100,1000,100.0,0,87,nmf,0,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,87,nmf,0,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,87,nmf,0,96,0,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,87,nmf,0,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,87,nmf,0,96,0,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,87,nmf,0,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,87,nmf,0,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,87,nmf,0,96,0,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,87,nmf,0,96,0,balb,0,dmem10
0,100,0_100,0,2.0,3,86,nmf,poly,96,0,balb,0,dmem10
0,1000,0_1000,0,4.0,3,86,nmf,poly,96,0,balb,0,dmem10
0,10000,0_10000,0,89.0,3,86,nmf,poly,96,0,balb,0,dmem10
0,100000,0_100000,0,1631.0,3,86,nmf,poly,96,0,balb,0,dmem10
100,0,100_0,21,0.0,7,86,nmf,poly,96,0,balb,0,dmem10
100,100,100_100,11,3.0,7,86,nmf,poly,96,0,balb,0,dmem10
100,1000,100_1000,5,10.0,7,86,nmf,poly,96,0,balb,0,dmem10
100,10000,100_10000,5,74.0,7,86,nmf,poly,96,0,balb,0,dmem10
100,100000,100_100000,41,558.0,7,86,nmf,poly,96,0,balb,0,dmem10
1000,0,1000_0,89,0.0,7,86,nmf,poly,96,0,balb,0,dmem10
1000,100,1000_100,100,12.0,7,86,nmf,poly,96,0,balb,0,dmem10
1000,1000,1000_1000,44,78.0,7,86,nmf,poly,96,0,balb,0,dmem10
1000,10000,1000_10000,149,597.0,7,86,nmf,poly,96,0,balb,0,dmem10
1000,100000,1000_100000,629,1092.0,7,86,nmf,poly,96,0,balb,0,dmem10
10000,0,10000_0,3030,0.0,7,86,nmf,poly,96,0,balb,0,dmem10
10000,100,10000_100,2395,242.0,7,86,nmf,poly,96,0,balb,0,dmem10
10000,1000,10000_1000,2065,1409.0,7,86,nmf,poly,96,0,balb,0,dmem10
10000,10000,10000_10000,1992,5287.0,7,86,nmf,poly,96,0,balb,0,dmem10
10000,100000,10000_100000,818,2344.0,7,86,nmf,poly,96,0,balb,0,dmem10
0,100,0_100,0,1.0,7,86,nmf,poly,96,0,balb,0,dmem10
0,1000,0_1000,0,3.0,7,86,nmf,poly,96,0,balb,0,dmem10
0,10000,0_10000,0,25.0,7,86,nmf,poly,96,0,balb,0,dmem10
0,100000,0_100000,0,1020.0,7,86,nmf,poly,96,0,balb,0,dmem10
100,0,100_0,63,0.0,3,86,nmf,poly,96,0,balb,0,dmem10
100,100,100_100,13,4.0,3,86,nmf,poly,96,0,balb,0,dmem10
100,1000,100_1000,13,30.0,3,86,nmf,poly,96,0,balb,0,dmem10
100,10000,100_10000,5,488.0,3,86,nmf,poly,96,0,balb,0,dmem10
