initial_FB,initial_BM,id,#FB,#BM,day,exp,FB_type,collagen,plate,change_medium,strain,outlier,medium
100,100,100_100,100,100.0,0,2,nmf,1,96,0,balb,0,dmem10
300,100,300_100,300,100.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,1000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,4000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,10000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,100,40000_100,40000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,100,70000_100,70000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,100,100000_100,100000,100.0,0,2,nmf,1,96,0,balb,0,dmem10
100,300,100_300,100,300.0,0,2,nmf,1,96,0,balb,0,dmem10
300,300,300_300,300,300.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,4000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,300,40000_300,40000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,300,70000_300,70000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,300,100000_300,100000,300.0,0,2,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,100,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,300,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,1000,4000_1000,4000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,1000,40000_1000,40000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,1000,70000_1000,70000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,1000,100000_1000,100000,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,100,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,300,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,1000,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,4000,4000_4000,4000,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,4000,10000_4000,10000,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,4000,40000_4000,40000,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,4000,70000_4000,70000,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,100,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,300,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,10000,4000_10000,4000,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,10000,40000_10000,40000,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,10000,70000_10000,70000,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,100,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,300,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,40000,4000_40000,4000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,40000,10000_40000,10000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,40000,40000_40000,40000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,40000,70000_40000,70000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,40000,100000_40000,100000,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,100,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,300,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,70000,4000_70000,4000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,70000,10000_70000,10000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,70000,40000_70000,40000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,70000,70000_70000,70000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,70000,100000_70000,100000,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,100,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
300,100000,300_100000,300,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,100000,4000_100000,4000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,100000,40000_100000,40000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,100000,70000_100000,70000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,100000,100000_100000,100000,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,0,100_0,100,0.0,0,2,nmf,1,96,0,balb,0,dmem10
300,0,300_0,300,0.0,0,2,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
4000,0,4000_0,4000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
40000,0,40000_0,40000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
70000,0,70000_0,70000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
100000,0,100000_0,100000,0.0,0,2,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,100.0,0,2,nmf,1,96,0,balb,0,dmem10
0,300,0_300,0,300.0,0,2,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,2,nmf,1,96,0,balb,0,dmem10
0,4000,0_4000,0,4000.0,0,2,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,2,nmf,1,96,0,balb,0,dmem10
0,40000,0_40000,0,40000.0,0,2,nmf,1,96,0,balb,0,dmem10
0,70000,0_70000,0,70000.0,0,2,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,100000.0,0,2,nmf,1,96,0,balb,0,dmem10
100,100,100_100,12,8.0,3,2,nmf,1,96,0,balb,0,dmem10
300,100,300_100,20,8.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,114,8.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,1086,17.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,1905,24.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,100,40000_100,4098,26.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,100,70000_100,8253,55.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,100,100000_100,11003,49.0,3,2,nmf,1,96,0,balb,0,dmem10
100,300,100_300,17,3.0,3,2,nmf,1,96,0,balb,0,dmem10
300,300,300_300,37,3.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,76,1.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,253,5.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,300,10000_300,573,7.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,300,40000_300,3339,44.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,300,70000_300,7459,40.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,300,100000_300,11392,35.0,3,2,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,59,83.0,3,2,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,108,49.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,199,59.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,1000,4000_1000,708,61.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,1605,97.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,1000,40000_1000,9551,327.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,1000,70000_1000,23233,607.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,1000,100000_1000,28191,540.0,3,2,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,20,23.0,3,2,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,84,76.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,252,98.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,4000,4000_4000,2710,382.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,4000,10000_4000,4948,425.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,4000,40000_4000,11323,787.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,4000,70000_4000,12899,433.0,3,2,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,13,67.0,3,2,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,41,193.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,179,251.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,10000,4000_10000,607,325.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,2755,552.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,10000,40000_10000,9164,778.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,10000,70000_10000,15884,1156.0,3,2,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,77,136.0,3,2,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,84,233.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,443,542.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,40000,4000_40000,754,624.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,40000,10000_40000,2027,718.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,40000,40000_40000,6632,1336.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,40000,70000_40000,11192,1920.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,40000,100000_40000,6318,1169.0,3,2,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,211,1429.0,3,2,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,502,1695.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,920,2431.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,70000,4000_70000,2811,3486.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,70000,10000_70000,6917,2909.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,70000,40000_70000,22426,10028.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,70000,70000_70000,18204,5661.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,70000,100000_70000,18083,5658.0,3,2,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,115,888.0,3,2,nmf,1,96,0,balb,0,dmem10
300,100000,300_100000,448,2945.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,392,1452.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,100000,4000_100000,1399,2456.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,2699,2332.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,100000,40000_100000,7961,2753.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,100000,70000_100000,9433,2723.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,100000,100000_100000,10049,2884.0,3,2,nmf,1,96,0,balb,0,dmem10
100,0,100_0,54,0.0,3,2,nmf,1,96,0,balb,0,dmem10
300,0,300_0,18,0.0,3,2,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,68,0.0,3,2,nmf,1,96,0,balb,0,dmem10
4000,0,4000_0,334,0.0,3,2,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,859,0.0,3,2,nmf,1,96,0,balb,0,dmem10
40000,0,40000_0,3219,0.0,3,2,nmf,1,96,0,balb,0,dmem10
70000,0,70000_0,6743,0.0,3,2,nmf,1,96,0,balb,0,dmem10
100000,0,100000_0,10800,0.0,3,2,nmf,1,96,0,balb,0,dmem10
0,100,0_100,0,1.0,3,2,nmf,1,96,0,balb,0,dmem10
0,300,0_300,0,1.0,3,2,nmf,1,96,0,balb,0,dmem10
0,1000,0_1000,0,16.0,3,2,nmf,1,96,0,balb,0,dmem10
0,4000,0_4000,0,20.0,3,2,nmf,1,96,0,balb,0,dmem10
0,10000,0_10000,0,35.0,3,2,nmf,1,96,0,balb,0,dmem10
0,40000,0_40000,0,111.0,3,2,nmf,1,96,0,balb,0,dmem10
0,70000,0_70000,0,507.0,3,2,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,195.0,3,2,nmf,1,96,0,balb,0,dmem10
100,100,100_100,19,3.0,7,2,nmf,1,96,0,balb,0,dmem10
300,100,300_100,53,9.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,100,1000_100,121,29.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,100,4000_100,1108,463.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,100,10000_100,1602,1388.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,100,40000_100,1914,2865.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,100,70000_100,1369,1719.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,100,100000_100,1550,1555.0,7,2,nmf,1,96,0,balb,0,dmem10
100,300,100_300,14,4.0,7,2,nmf,1,96,0,balb,0,dmem10
300,300,300_300,66,27.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,300,1000_300,244,79.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,300,4000_300,1105,855.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,300,10000_300,1098,2592.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,300,40000_300,5870,4499.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,300,70000_300,1638,3154.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,300,100000_300,2561,2208.0,7,2,nmf,1,96,0,balb,0,dmem10
100,1000,100_1000,21,42.0,7,2,nmf,1,96,0,balb,0,dmem10
300,1000,300_1000,169,81.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,1000,1000_1000,639,314.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,1000,4000_1000,1403,1851.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,1000,10000_1000,2428,6183.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,1000,40000_1000,4075,12295.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,1000,70000_1000,1988,6576.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,1000,100000_1000,3197,5191.0,7,2,nmf,1,96,0,balb,0,dmem10
100,4000,100_4000,63,143.0,7,2,nmf,1,96,0,balb,0,dmem10
300,4000,300_4000,559,404.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,4000,1000_4000,1409,2890.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,4000,4000_4000,1094,2655.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,4000,10000_4000,1018,2881.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,4000,40000_4000,1654,6597.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,4000,70000_4000,1580,5157.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,4000,100000_4000,24,46.0,7,2,nmf,1,96,0,balb,0,dmem10
100,10000,100_10000,175,360.0,7,2,nmf,1,96,0,balb,0,dmem10
300,10000,300_10000,577,1069.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1587,3959.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,10000,4000_10000,2127,4647.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,10000,10000_10000,2857,6792.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,10000,40000_10000,2079,7965.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,10000,70000_10000,1840,7849.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,10000,100000_10000,21,36.0,7,2,nmf,1,96,0,balb,0,dmem10
100,40000,100_40000,132,514.0,7,2,nmf,1,96,0,balb,0,dmem10
300,40000,300_40000,812,3714.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1968,5662.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,40000,4000_40000,2509,3735.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,40000,10000_40000,2857,7020.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,40000,40000_40000,3432,7869.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,40000,70000_40000,1428,6873.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,40000,100000_40000,1645,4522.0,7,2,nmf,1,96,0,balb,0,dmem10
100,70000,100_70000,764,923.0,7,2,nmf,1,96,0,balb,0,dmem10
300,70000,300_70000,145,206.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,70000,1000_70000,2481,9383.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,70000,4000_70000,5012,9608.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,70000,10000_70000,7373,11745.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,70000,40000_70000,5898,16847.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,70000,70000_70000,2701,12785.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,70000,100000_70000,1627,7485.0,7,2,nmf,1,96,0,balb,0,dmem10
100,100000,100_100000,391,1355.0,7,2,nmf,1,96,0,balb,0,dmem10
300,100000,300_100000,93,106.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,100000,1000_100000,2297,3878.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,100000,4000_100000,4848,3563.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,100000,10000_100000,5758,4563.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,100000,40000_100000,5147,8103.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,100000,70000_100000,1616,4467.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,100000,100000_100000,1100,4950.0,7,2,nmf,1,96,0,balb,0,dmem10
100,0,100_0,8,0.0,7,2,nmf,1,96,0,balb,0,dmem10
300,0,300_0,9,0.0,7,2,nmf,1,96,0,balb,0,dmem10
1000,0,1000_0,213,0.0,7,2,nmf,1,96,0,balb,0,dmem10
4000,0,4000_0,1344,0.0,7,2,nmf,1,96,0,balb,0,dmem10
10000,0,10000_0,3531,0.0,7,2,nmf,1,96,0,balb,0,dmem10
40000,0,40000_0,2590,0.0,7,2,nmf,1,96,0,balb,0,dmem10
70000,0,70000_0,4626,0.0,7,2,nmf,1,96,0,balb,0,dmem10
100000,0,100000_0,2793,0.0,7,2,nmf,1,96,0,balb,0,dmem10
0,70000,0_70000,0,216.0,7,2,nmf,1,96,0,balb,0,dmem10
0,100000,0_100000,0,117.0,7,2,nmf,1,96,0,balb,0,dmem10
300,300,300_300,300,300.0,0,3,fat,1,96,0,balb,0,dmem10
300,1000,300_1000,300,1000.0,0,3,fat,1,96,0,balb,0,dmem10
300,4000,300_4000,300,4000.0,0,3,fat,1,96,0,balb,0,dmem10
300,10000,300_10000,300,10000.0,0,3,fat,1,96,0,balb,0,dmem10
300,40000,300_40000,300,40000.0,0,3,fat,1,96,0,balb,0,dmem10
300,70000,300_70000,300,70000.0,0,3,fat,1,96,0,balb,0,dmem10
300,100000,300_100000,300,100000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,300,1000_300,1000,300.0,0,3,fat,1,96,0,balb,0,dmem10
1000,1000,1000_1000,1000,1000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,4000,1000_4000,1000,4000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,10000,1000_10000,1000,10000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,40000,1000_40000,1000,40000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,70000,1000_70000,1000,70000.0,0,3,fat,1,96,0,balb,0,dmem10
1000,100000,1000_100000,1000,100000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,300,4000_300,4000,300.0,0,3,fat,1,96,0,balb,0,dmem10
4000,1000,4000_1000,4000,1000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,4000,4000_4000,4000,4000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,10000,4000_10000,4000,10000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,40000,4000_40000,4000,40000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,70000,4000_70000,4000,70000.0,0,3,fat,1,96,0,balb,0,dmem10
4000,100000,4000_100000,4000,100000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,300,10000_300,10000,300.0,0,3,fat,1,96,0,balb,0,dmem10
10000,1000,10000_1000,10000,1000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,4000,10000_4000,10000,4000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,10000,10000_10000,10000,10000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,40000,10000_40000,10000,40000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,70000,10000_70000,10000,70000.0,0,3,fat,1,96,0,balb,0,dmem10
10000,100000,10000_100000,10000,100000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,300,40000_300,40000,300.0,0,3,fat,1,96,0,balb,0,dmem10
40000,1000,40000_1000,40000,1000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,4000,40000_4000,40000,4000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,10000,40000_10000,40000,10000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,40000,40000_40000,40000,40000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,70000,40000_70000,40000,70000.0,0,3,fat,1,96,0,balb,0,dmem10
40000,100000,40000_100000,40000,100000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,300,70000_300,70000,300.0,0,3,fat,1,96,0,balb,0,dmem10
70000,1000,70000_1000,70000,1000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,4000,70000_4000,70000,4000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,10000,70000_10000,70000,10000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,40000,70000_40000,70000,40000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,70000,70000_70000,70000,70000.0,0,3,fat,1,96,0,balb,0,dmem10
70000,100000,70000_100000,70000,100000.0,0,3,fat,1,96,0,balb,0,dmem10
0,300,0_300,0,300.0,0,3,fat,1,96,0,balb,0,dmem10
0,1000,0_1000,0,1000.0,0,3,fat,1,96,0,balb,0,dmem10
0,4000,0_4000,0,4000.0,0,3,fat,1,96,0,balb,0,dmem10
0,10000,0_10000,0,10000.0,0,3,fat,1,96,0,balb,0,dmem10
0,40000,0_40000,0,40000.0,0,3,fat,1,96,0,balb,0,dmem10
0,70000,0_70000,0,70000.0,0,3,fat,1,96,0,balb,0,dmem10
0,100000,0_100000,0,100000.0,0,3,fat,1,96,0,balb,0,dmem10
300,0,300_0,300,0.0,0,3,fat,1,96,0,balb,0,dmem10
1000,0,1000_0,1000,0.0,0,3,fat,1,96,0,balb,0,dmem10
4000,0,4000_0,4000,0.0,0,3,fat,1,96,0,balb,0,dmem10
10000,0,10000_0,10000,0.0,0,3,fat,1,96,0,balb,0,dmem10
40000,0,40000_0,40000,0.0,0,3,fat,1,96,0,balb,0,dmem10
70000,0,70000_0,70000,0.0,0,3,fat,1,96,0,balb,0,dmem10
300,300,300_300,21,30.0,3,3,fat,1,96,0,balb,0,dmem10
300,1000,300_1000,42,51.0,3,3,fat,1,96,0,balb,0,dmem10
300,4000,300_4000,24,55.0,3,3,fat,1,96,0,balb,0,dmem10
300,10000,300_10000,19,129.0,3,3,fat,1,96,0,balb,0,dmem10
300,40000,300_40000,33,343.0,3,3,fat,1,96,0,balb,0,dmem10
300,70000,300_70000,32,280.0,3,3,fat,1,96,0,balb,0,dmem10
300,100000,300_100000,49,351.0,3,3,fat,1,96,0,balb,0,dmem10
1000,300,1000_300,83,16.0,3,3,fat,1,96,0,balb,0,dmem10
1000,1000,1000_1000,63,29.0,3,3,fat,1,96,0,balb,0,dmem10
1000,4000,1000_4000,40,89.0,3,3,fat,1,96,0,balb,0,dmem10
1000,10000,1000_10000,48,143.0,3,3,fat,1,96,0,balb,0,dmem10
1000,40000,1000_40000,65,277.0,3,3,fat,1,96,0,balb,0,dmem10
1000,70000,1000_70000,91,292.0,3,3,fat,1,96,0,balb,0,dmem10
1000,100000,1000_100000,119,271.0,3,3,fat,1,96,0,balb,0,dmem10
4000,300,4000_300,218,17.0,3,3,fat,1,96,0,balb,0,dmem10
4000,1000,4000_1000,107,41.0,3,3,fat,1,96,0,balb,0,dmem10
4000,4000,4000_4000,159,109.0,3,3,fat,1,96,0,balb,0,dmem10
4000,10000,4000_10000,245,342.0,3,3,fat,1,96,0,balb,0,dmem10
4000,40000,4000_40000,369,788.0,3,3,fat,1,96,0,balb,0,dmem10
4000,70000,4000_70000,445,769.0,3,3,fat,1,96,0,balb,0,dmem10
4000,100000,4000_100000,368,565.0,3,3,fat,1,96,0,balb,0,dmem10
10000,300,10000_300,370,49.0,3,3,fat,1,96,0,balb,0,dmem10
10000,1000,10000_1000,403,92.0,3,3,fat,1,96,0,balb,0,dmem10
10000,4000,10000_4000,363,316.0,3,3,fat,1,96,0,balb,0,dmem10
10000,10000,10000_10000,380,914.0,3,3,fat,1,96,0,balb,0,dmem10
10000,40000,10000_40000,979,3441.0,3,3,fat,1,96,0,balb,0,dmem10
10000,70000,10000_70000,959,2140.0,3,3,fat,1,96,0,balb,0,dmem10
10000,100000,10000_100000,1486,5553.0,3,3,fat,1,96,0,balb,0,dmem10
40000,300,40000_300,1027,69.0,3,3,fat,1,96,0,balb,0,dmem10
40000,1000,40000_1000,1001,112.0,3,3,fat,1,96,0,balb,0,dmem10
40000,4000,40000_4000,1360,367.0,3,3,fat,1,96,0,balb,0,dmem10
40000,10000,40000_10000,673,579.0,3,3,fat,1,96,0,balb,0,dmem10
40000,40000,40000_40000,1511,4292.0,3,3,fat,1,96,0,balb,0,dmem10
40000,70000,40000_70000,900,5505.0,3,3,fat,1,96,0,balb,0,dmem10
40000,100000,40000_100000,693,4728.0,3,3,fat,1,96,0,balb,0,dmem10
70000,300,70000_300,2293,105.0,3,3,fat,1,96,0,balb,0,dmem10
70000,1000,70000_1000,2028,137.0,3,3,fat,1,96,0,balb,0,dmem10
70000,4000,70000_4000,2530,454.0,3,3,fat,1,96,0,balb,0,dmem10
70000,10000,70000_10000,1377,1039.0,3,3,fat,1,96,0,balb,0,dmem10
70000,40000,70000_40000,1924,5564.0,3,3,fat,1,96,0,balb,0,dmem10
70000,70000,70000_70000,2628,9935.0,3,3,fat,1,96,0,balb,0,dmem10
70000,100000,70000_100000,1169,5504.0,3,3,fat,1,96,0,balb,0,dmem10
0,300,0_300,0,149.0,3,3,fat,1,96,0,balb,0,dmem10
0,1000,0_1000,0,42.0,3,3,fat,1,96,0,balb,0,dmem10
0,4000,0_4000,0,47.0,3,3,fat,1,96,0,balb,0,dmem10
0,10000,0_10000,0,146.0,3,3,fat,1,96,0,balb,0,dmem10
0,40000,0_40000,0,769.0,3,3,fat,1,96,0,balb,0,dmem10
0,70000,0_70000,0,337.0,3,3,fat,1,96,0,balb,0,dmem10
0,100000,0_100000,0,299.0,3,3,fat,1,96,0,balb,0,dmem10
300,0,300_0,14,0.0,3,3,fat,1,96,0,balb,0,dmem10
